source_tile_id,target_tile_id,direction,expected_dx_px,expected_dy_px,dx_px,dy_px,shift_x_px,shift_y_px,confidence,method,accepted
MAX_73,MAX_74,right,460.8,0.0,459.3986625775712,-0.2296033693253321,-1.4013374224288278,-0.2296033693253321,0.9883324529423758,phase_correlation,True
MAX_73,MAX_75,down,0.0,460.8,-1.5250863376735992,467.7774161118895,-1.5250863376735992,6.9774161118895215,0.8288055393430922,phase_correlation,True
MAX_74,MAX_76,down,0.0,460.8,-0.7630080596221092,466.69582718843276,-0.7630080596221092,5.895827188432758,0.7523903806728346,phase_correlation,True
MAX_75,MAX_76,right,460.8,0.0,460.2341133226522,-1.617531418657336,-0.5658866773478088,-1.617531418657336,0.8406210618990438,phase_correlation,True
MAX_75,MAX_77,down,0.0,460.8,0.1997501796332415,464.2585264256321,0.1997501796332415,3.4585264256320976,0.8399064929259045,phase_correlation,True
MAX_76,MAX_78,down,0.0,460.8,-0.40329061530383115,466.724355543633,-0.40329061530383115,5.924355543632977,0.6833601442200167,phase_correlation,True
MAX_77,MAX_78,right,460.8,0.0,459.3595547458351,1.4652817833066933,-1.4404452541649277,1.4652817833066933,0.95914352533442,phase_correlation,True
